MID,start,end,rt,self_sex,self_age,residence,participation,IOS_score,target_likedislike,target_sex,target_age,relationship,self_tolerance_score,self_pleasantness_score,self_responsibility_score,self_carefulness_score,self_activeness_score,self_sociability_score,target_tolerance_score,target_pleasantness_score,target_responsibility_score,target_carefulness_score,target_activeness_score,target_sociability_score,completion,stratumID
425.0,2024/02/16-12:50:41,2024/02/16-12:58:32,471.0,2.0,57.0,1.0,1.0,4.0,1.0,2.0,9.0,母,3.0,4.0,3.0,3.0,4.0,5.0,4.0,6.0,4.0,7.0,7.0,1.0,COMP,4.0
426.0,2024/02/16-12:51:10,2024/02/16-12:58:45,455.0,2.0,48.0,11.0,1.0,6.0,2.0,1.0,1.0,子,5.0,5.0,3.0,6.0,2.0,1.0,5.0,5.0,3.0,7.0,6.0,5.0,COMP,6.0
428.0,2024/02/16-12:55:31,2024/02/16-12:58:49,198.0,1.0,39.0,14.0,1.0,5.0,1.0,2.0,4.0,妻,3.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,COMP,5.0
429.0,2024/02/16-12:56:25,2024/02/16-12:58:49,144.0,2.0,34.0,13.0,1.0,7.0,1.0,1.0,3.0,夫,3.0,3.0,1.0,7.0,5.0,2.0,1.0,7.0,2.0,6.0,1.0,6.0,COMP,7.0
432.0,2024/02/16-12:47:08,2024/02/16-12:58:57,709.0,1.0,50.0,13.0,1.0,6.0,1.0,2.0,5.0,パートナー,4.0,4.0,4.0,7.0,6.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,COMP,6.0
433.0,2024/02/16-12:51:19,2024/02/16-12:58:59,460.0,1.0,39.0,1.0,1.0,6.0,1.0,2.0,3.0,妻,3.0,7.0,3.0,5.0,4.0,5.0,3.0,6.0,2.0,6.0,4.0,5.0,COMP,6.0
434.0,2024/02/16-12:36:10,2024/02/16-12:59:02,1372.0,2.0,51.0,11.0,1.0,7.0,1.0,1.0,4.0,夫,4.0,4.0,2.0,7.0,4.0,4.0,2.0,7.0,1.0,7.0,2.0,2.0,COMP,7.0
435.0,2024/02/16-12:52:11,2024/02/16-12:59:02,411.0,2.0,50.0,27.0,1.0,6.0,2.0,1.0,1.0,息子,3.0,5.0,3.0,6.0,5.0,5.0,2.0,6.0,1.0,5.0,2.0,3.0,COMP,6.0
436.0,2024/02/16-12:56:09,2024/02/16-12:59:03,174.0,2.0,37.0,11.0,1.0,7.0,1.0,2.0,4.0,姉,4.0,4.0,1.0,7.0,7.0,1.0,4.0,3.0,1.0,7.0,7.0,3.0,COMP,7.0
437.0,2024/02/16-12:55:47,2024/02/16-12:59:14,207.0,2.0,53.0,1.0,1.0,7.0,1.0,1.0,7.0,夫,1.0,7.0,1.0,7.0,1.0,6.0,1.0,7.0,1.0,7.0,2.0,7.0,COMP,7.0
440.0,2024/02/16-12:57:16,2024/02/16-12:59:28,132.0,1.0,37.0,12.0,1.0,6.0,1.0,2.0,3.0,配偶者,2.0,6.0,2.0,6.0,6.0,6.0,2.0,6.0,2.0,4.0,2.0,6.0,COMP,6.0
443.0,2024/02/16-12:52:40,2024/02/16-12:59:34,414.0,1.0,43.0,44.0,1.0,3.0,3.0,2.0,4.0,恋人,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,COMP,3.0
444.0,2024/02/16-12:56:07,2024/02/16-12:59:35,208.0,2.0,44.0,27.0,1.0,5.0,4.0,2.0,7.0,母,2.0,7.0,1.0,7.0,3.0,5.0,3.0,6.0,1.0,7.0,5.0,5.0,COMP,12.0
445.0,2024/02/16-12:53:08,2024/02/16-12:59:39,391.0,2.0,37.0,27.0,1.0,1.0,6.0,2.0,3.0,同僚,5.0,5.0,3.0,6.0,5.0,2.0,6.0,1.0,2.0,5.0,4.0,5.0,COMP,8.0
448.0,2024/02/16-12:51:37,2024/02/16-12:59:46,489.0,2.0,45.0,13.0,1.0,6.0,1.0,2.0,7.0,母,1.0,6.0,7.0,4.0,7.0,1.0,7.0,6.0,1.0,4.0,7.0,1.0,COMP,6.0
454.0,2024/02/16-12:53:52,2024/02/16-13:00:20,388.0,1.0,57.0,12.0,1.0,6.0,2.0,2.0,5.0,妻,4.0,7.0,2.0,6.0,4.0,2.0,4.0,7.0,2.0,7.0,4.0,5.0,COMP,6.0
455.0,2024/02/16-12:56:53,2024/02/16-13:00:22,209.0,1.0,51.0,19.0,1.0,3.0,3.0,2.0,5.0,妻,5.0,3.0,1.0,6.0,6.0,2.0,6.0,4.0,3.0,5.0,2.0,2.0,COMP,3.0
457.0,2024/02/16-12:56:49,2024/02/16-13:00:24,215.0,1.0,54.0,26.0,1.0,2.0,3.0,2.0,5.0,同僚,4.0,4.0,3.0,5.0,2.0,5.0,3.0,6.0,2.0,6.0,4.0,4.0,COMP,2.0
459.0,2024/02/16-12:57:32,2024/02/16-13:00:40,188.0,2.0,39.0,9.0,1.0,2.0,3.0,1.0,3.0,恋人,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,COMP,2.0
463.0,2024/02/16-12:58:35,2024/02/16-13:00:46,131.0,2.0,48.0,1.0,1.0,5.0,4.0,2.0,4.0,子供,7.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,COMP,12.0
465.0,2024/02/16-12:56:42,2024/02/16-13:00:54,252.0,1.0,51.0,34.0,1.0,5.0,3.0,2.0,5.0,彼女,6.0,5.0,3.0,6.0,7.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,COMP,5.0
466.0,2024/02/16-12:54:00,2024/02/16-13:00:56,416.0,2.0,51.0,3.0,1.0,3.0,1.0,2.0,5.0,友人,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,7.0,4.0,6.0,COMP,3.0
467.0,2024/02/16-12:53:01,2024/02/16-13:01:05,484.0,1.0,58.0,28.0,1.0,2.0,4.0,1.0,5.0,仕事仲間,4.0,5.0,3.0,6.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,COMP,9.0
468.0,2024/02/16-12:58:30,2024/02/16-13:01:10,160.0,1.0,43.0,27.0,1.0,7.0,2.0,2.0,4.0,妻,2.0,6.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,4.0,COMP,7.0
471.0,2024/02/16-12:56:07,2024/02/16-13:01:27,320.0,1.0,52.0,23.0,1.0,3.0,2.0,2.0,4.0,彼女,5.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,COMP,3.0
472.0,2024/02/16-12:57:59,2024/02/16-13:01:28,209.0,1.0,34.0,23.0,1.0,7.0,1.0,1.0,3.0,友人です。,7.0,4.0,7.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,7.0,COMP,7.0
475.0,2024/02/16-12:55:40,2024/02/16-13:01:33,353.0,2.0,50.0,12.0,1.0,3.0,2.0,1.0,5.0,パートナー,5.0,3.0,4.0,4.0,7.0,1.0,5.0,5.0,4.0,2.0,1.0,4.0,COMP,3.0
476.0,2024/02/16-12:50:06,2024/02/16-13:01:34,688.0,1.0,24.0,29.0,1.0,6.0,1.0,1.0,2.0,同僚,1.0,5.0,1.0,7.0,4.0,6.0,4.0,7.0,1.0,4.0,4.0,7.0,COMP,6.0
480.0,2024/02/16-12:54:37,2024/02/16-13:01:41,424.0,1.0,52.0,16.0,1.0,2.0,2.0,2.0,5.0,不倫,4.0,5.0,2.0,5.0,3.0,4.0,4.0,7.0,3.0,5.0,2.0,7.0,COMP,2.0
481.0,2024/02/16-12:55:51,2024/02/16-13:01:44,353.0,1.0,59.0,40.0,1.0,6.0,1.0,2.0,4.0,友達,5.0,4.0,2.0,4.0,5.0,2.0,1.0,7.0,1.0,6.0,5.0,7.0,COMP,6.0
483.0,2024/02/16-12:58:44,2024/02/16-13:01:52,188.0,1.0,52.0,27.0,1.0,7.0,1.0,2.0,4.0,妻,4.0,5.0,4.0,7.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,COMP,7.0
484.0,2024/02/16-12:57:35,2024/02/16-13:01:53,258.0,2.0,32.0,28.0,1.0,6.0,2.0,1.0,3.0,夫,4.0,5.0,3.0,6.0,6.0,3.0,4.0,5.0,3.0,2.0,3.0,6.0,COMP,6.0
485.0,2024/02/16-12:59:29,2024/02/16-13:01:54,145.0,1.0,49.0,11.0,1.0,7.0,2.0,2.0,5.0,妻,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,6.0,3.0,5.0,COMP,7.0
486.0,2024/02/16-12:56:52,2024/02/16-13:01:56,304.0,1.0,53.0,2.0,1.0,5.0,3.0,2.0,6.0,姉,5.0,5.0,5.0,5.0,6.0,1.0,3.0,6.0,2.0,7.0,4.0,4.0,COMP,5.0
487.0,2024/02/16-12:52:59,2024/02/16-13:02:24,565.0,2.0,43.0,19.0,1.0,2.0,2.0,2.0,5.0,友達,1.0,6.0,1.0,7.0,3.0,5.0,2.0,6.0,1.0,7.0,1.0,7.0,COMP,2.0
489.0,2024/02/16-12:58:24,2024/02/16-13:02:26,242.0,1.0,44.0,40.0,1.0,6.0,1.0,2.0,4.0,妻,4.0,4.0,3.0,5.0,3.0,4.0,3.0,7.0,5.0,3.0,4.0,4.0,COMP,6.0
490.0,2024/02/16-12:49:47,2024/02/16-13:02:26,759.0,2.0,59.0,14.0,1.0,4.0,3.0,1.0,6.0,夫,4.0,6.0,2.0,7.0,4.0,2.0,4.0,6.0,1.0,4.0,2.0,7.0,COMP,4.0
493.0,2024/02/16-12:57:45,2024/02/16-13:02:29,284.0,1.0,57.0,14.0,1.0,6.0,4.0,2.0,5.0,妻,1.0,7.0,1.0,7.0,4.0,7.0,7.0,3.0,1.0,7.0,4.0,7.0,COMP,13.0
494.0,2024/02/16-12:56:05,2024/02/16-13:02:31,386.0,1.0,59.0,12.0,1.0,2.0,2.0,2.0,5.0,妻,6.0,3.0,3.0,2.0,6.0,2.0,4.0,4.0,1.0,4.0,2.0,6.0,COMP,2.0
495.0,2024/02/16-12:56:40,2024/02/16-13:02:34,354.0,1.0,53.0,29.0,1.0,7.0,1.0,2.0,3.0,妻,3.0,4.0,3.0,4.0,3.0,3.0,1.0,7.0,1.0,6.0,7.0,4.0,COMP,7.0
496.0,2024/02/16-12:51:14,2024/02/16-13:02:52,698.0,2.0,49.0,14.0,1.0,7.0,1.0,1.0,4.0,夫,4.0,7.0,4.0,6.0,2.0,6.0,2.0,4.0,1.0,7.0,2.0,4.0,COMP,7.0
497.0,2024/02/16-12:58:46,2024/02/16-13:03:05,259.0,2.0,48.0,13.0,1.0,5.0,1.0,2.0,1.0,こども,4.0,5.0,6.0,3.0,3.0,5.0,5.0,6.0,4.0,3.0,5.0,2.0,COMP,5.0
498.0,2024/02/16-12:59:48,2024/02/16-13:03:19,211.0,1.0,29.0,8.0,1.0,7.0,1.0,2.0,2.0,友達,2.0,6.0,3.0,5.0,7.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,COMP,7.0
499.0,2024/02/16-12:58:55,2024/02/16-13:03:19,264.0,1.0,34.0,28.0,1.0,6.0,3.0,2.0,3.0,妻,2.0,5.0,3.0,4.0,2.0,6.0,5.0,4.0,2.0,5.0,6.0,2.0,COMP,6.0
502.0,2024/02/16-12:58:40,2024/02/16-13:03:23,283.0,2.0,53.0,14.0,1.0,7.0,1.0,1.0,5.0,夫,1.0,7.0,1.0,7.0,4.0,5.0,1.0,7.0,1.0,5.0,3.0,7.0,COMP,7.0
503.0,2024/02/16-12:55:51,2024/02/16-13:03:26,455.0,2.0,53.0,27.0,1.0,5.0,2.0,2.0,8.0,母,5.0,4.0,3.0,6.0,7.0,1.0,4.0,6.0,2.0,6.0,2.0,6.0,COMP,5.0
504.0,2024/02/16-13:00:06,2024/02/16-13:03:33,207.0,1.0,55.0,40.0,1.0,6.0,2.0,2.0,4.0,妻,3.0,6.0,4.0,5.0,6.0,2.0,1.0,7.0,2.0,4.0,6.0,4.0,COMP,6.0
505.0,2024/02/16-12:54:42,2024/02/16-13:03:34,532.0,2.0,36.0,26.0,1.0,6.0,1.0,1.0,3.0,配偶者,6.0,4.0,2.0,5.0,3.0,5.0,2.0,7.0,2.0,7.0,5.0,7.0,COMP,6.0
506.0,2024/02/16-12:51:04,2024/02/16-13:03:34,750.0,2.0,53.0,27.0,1.0,2.0,6.0,2.0,6.0,昔リーダーをしていた頃のチームメイト,4.0,2.0,2.0,7.0,6.0,2.0,6.0,6.0,6.0,2.0,1.0,5.0,COMP,9.0
507.0,2024/02/16-12:50:54,2024/02/16-13:03:38,764.0,1.0,56.0,15.0,1.0,7.0,1.0,2.0,5.0,妻,2.0,6.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,COMP,7.0
511.0,2024/02/16-12:59:41,2024/02/16-13:03:51,250.0,1.0,57.0,13.0,1.0,7.0,1.0,2.0,5.0,妻,4.0,6.0,1.0,5.0,3.0,4.0,4.0,7.0,1.0,7.0,4.0,4.0,COMP,7.0
512.0,2024/02/16-12:58:08,2024/02/16-13:03:53,345.0,1.0,59.0,14.0,1.0,7.0,1.0,2.0,5.0,妻,3.0,5.0,1.0,5.0,3.0,2.0,1.0,7.0,1.0,5.0,3.0,2.0,COMP,7.0
513.0,2024/02/16-12:59:03,2024/02/16-13:03:55,292.0,2.0,40.0,12.0,1.0,1.0,5.0,1.0,5.0,彼,7.0,1.0,7.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,COMP,8.0
514.0,2024/02/16-12:59:46,2024/02/16-13:03:59,253.0,2.0,58.0,13.0,1.0,6.0,2.0,2.0,3.0,娘,5.0,7.0,5.0,5.0,4.0,4.0,3.0,7.0,3.0,7.0,2.0,7.0,COMP,6.0
516.0,2024/02/16-13:00:59,2024/02/16-13:04:12,193.0,2.0,57.0,14.0,1.0,1.0,6.0,1.0,8.0,父,4.0,4.0,4.0,6.0,5.0,3.0,6.0,1.0,5.0,3.0,6.0,1.0,COMP,8.0
518.0,2024/02/16-12:43:29,2024/02/16-13:04:48,1279.0,1.0,55.0,26.0,1.0,2.0,4.0,1.0,3.0,会社の同僚,5.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,COMP,9.0
521.0,2024/02/16-12:45:34,2024/02/16-13:05:06,1172.0,1.0,57.0,13.0,1.0,3.0,2.0,1.0,5.0,業者,2.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,COMP,3.0
522.0,2024/02/16-13:03:39,2024/02/16-13:05:10,91.0,2.0,40.0,13.0,1.0,5.0,2.0,1.0,3.0,部下,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,7.0,5.0,2.0,COMP,5.0
523.0,2024/02/16-13:01:41,2024/02/16-13:05:15,214.0,1.0,39.0,8.0,1.0,5.0,2.0,2.0,5.0,パートナー,5.0,4.0,3.0,5.0,6.0,4.0,4.0,6.0,3.0,4.0,3.0,4.0,COMP,5.0
524.0,2024/02/16-12:59:17,2024/02/16-13:05:21,364.0,1.0,55.0,11.0,1.0,5.0,1.0,2.0,5.0,妻,4.0,4.0,4.0,4.0,2.0,7.0,4.0,7.0,2.0,4.0,2.0,7.0,COMP,5.0
528.0,2024/02/16-12:49:56,2024/02/16-13:05:28,932.0,1.0,36.0,13.0,1.0,3.0,2.0,2.0,5.0,母,3.0,6.0,3.0,6.0,5.0,4.0,3.0,6.0,3.0,3.0,4.0,6.0,COMP,3.0
529.0,2024/02/16-12:57:24,2024/02/16-13:05:36,492.0,2.0,51.0,46.0,1.0,2.0,1.0,1.0,5.0,友人,2.0,4.0,2.0,6.0,6.0,1.0,1.0,7.0,2.0,5.0,4.0,4.0,COMP,2.0
531.0,2024/02/16-12:52:40,2024/02/16-13:05:41,781.0,2.0,44.0,27.0,1.0,4.0,2.0,1.0,5.0,パートナー,4.0,3.0,2.0,4.0,4.0,7.0,2.0,6.0,2.0,6.0,4.0,5.0,COMP,4.0
532.0,2024/02/16-13:01:10,2024/02/16-13:05:42,272.0,1.0,51.0,34.0,1.0,1.0,5.0,2.0,4.0,妻,3.0,5.0,3.0,5.0,3.0,5.0,6.0,1.0,3.0,5.0,3.0,5.0,COMP,8.0
533.0,2024/02/16-13:02:17,2024/02/16-13:05:49,212.0,1.0,46.0,14.0,1.0,1.0,4.0,2.0,5.0,妻,5.0,3.0,4.0,2.0,7.0,1.0,4.0,4.0,2.0,7.0,2.0,5.0,COMP,8.0
534.0,2024/02/16-12:58:59,2024/02/16-13:05:52,413.0,2.0,50.0,23.0,1.0,1.0,6.0,1.0,5.0,夫,4.0,6.0,2.0,4.0,4.0,3.0,7.0,1.0,7.0,1.0,7.0,1.0,COMP,8.0
535.0,2024/02/16-12:49:33,2024/02/16-13:05:57,984.0,1.0,53.0,27.0,1.0,4.0,2.0,1.0,5.0,兄,3.0,5.0,4.0,4.0,5.0,2.0,3.0,6.0,3.0,6.0,4.0,4.0,COMP,4.0
536.0,2024/02/16-12:58:47,2024/02/16-13:06:04,437.0,1.0,48.0,1.0,1.0,6.0,1.0,2.0,5.0,恋人,6.0,3.0,5.0,3.0,7.0,1.0,1.0,7.0,1.0,7.0,4.0,7.0,COMP,6.0
537.0,2024/02/16-12:43:10,2024/02/16-13:06:11,1381.0,1.0,56.0,27.0,1.0,7.0,1.0,4.0,3.0,友人,3.0,4.0,4.0,5.0,6.0,1.0,1.0,7.0,1.0,3.0,4.0,2.0,COMP,7.0
540.0,2024/02/16-12:57:28,2024/02/16-13:06:48,560.0,2.0,35.0,42.0,1.0,5.0,1.0,1.0,4.0,彼,7.0,5.0,5.0,2.0,5.0,2.0,1.0,4.0,1.0,7.0,5.0,7.0,COMP,5.0
541.0,2024/02/16-13:04:33,2024/02/16-13:07:01,148.0,1.0,48.0,26.0,1.0,5.0,3.0,2.0,3.0,,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,COMP,5.0
544.0,2024/02/16-12:56:56,2024/02/16-13:07:35,639.0,1.0,43.0,3.0,1.0,1.0,5.0,1.0,4.0,兄。,5.0,4.0,6.0,7.0,5.0,2.0,6.0,2.0,6.0,5.0,6.0,3.0,COMP,8.0
549.0,2024/02/16-13:00:14,2024/02/16-13:08:12,478.0,1.0,57.0,13.0,1.0,5.0,1.0,2.0,5.0,妻,2.0,6.0,3.0,6.0,4.0,4.0,1.0,7.0,1.0,7.0,4.0,5.0,COMP,5.0
550.0,2024/02/16-13:04:19,2024/02/16-13:08:20,241.0,1.0,34.0,27.0,1.0,2.0,6.0,1.0,3.0,同僚,4.0,4.0,3.0,4.0,4.0,3.0,7.0,1.0,7.0,1.0,4.0,5.0,COMP,9.0
551.0,2024/02/16-13:05:03,2024/02/16-13:08:26,203.0,2.0,34.0,13.0,1.0,4.0,4.0,1.0,3.0,夫,5.0,4.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,COMP,11.0
552.0,2024/02/16-13:03:02,2024/02/16-13:08:56,354.0,1.0,43.0,38.0,1.0,1.0,6.0,1.0,7.0,父親,4.0,4.0,7.0,4.0,7.0,1.0,4.0,2.0,4.0,4.0,2.0,7.0,COMP,8.0
553.0,2024/02/16-13:05:32,2024/02/16-13:08:58,206.0,1.0,54.0,40.0,1.0,2.0,4.0,2.0,5.0,妻,6.0,3.0,3.0,2.0,5.0,2.0,7.0,4.0,1.0,7.0,4.0,4.0,COMP,9.0
554.0,2024/02/16-13:06:23,2024/02/16-13:09:10,167.0,1.0,45.0,14.0,1.0,3.0,4.0,2.0,4.0,妻,6.0,3.0,5.0,4.0,4.0,2.0,6.0,3.0,4.0,4.0,7.0,4.0,COMP,10.0
555.0,2024/02/16-13:00:30,2024/02/16-13:09:14,524.0,1.0,52.0,20.0,1.0,5.0,3.0,2.0,8.0,母,2.0,4.0,2.0,6.0,6.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,COMP,5.0
556.0,2024/02/16-13:04:47,2024/02/16-13:09:39,292.0,2.0,54.0,1.0,1.0,3.0,4.0,1.0,5.0,夫,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,COMP,10.0
557.0,2024/02/16-13:03:35,2024/02/16-13:09:44,369.0,2.0,58.0,27.0,1.0,5.0,2.0,1.0,5.0,夫,6.0,4.0,6.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,7.0,2.0,COMP,5.0
558.0,2024/02/16-13:09:52,2024/02/16-13:10:56,64.0,1.0,31.0,23.0,1.0,4.0,4.0,1.0,5.0,,4.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,COMP,11.0
560.0,2024/02/16-13:00:55,2024/02/16-13:11:40,645.0,2.0,38.0,13.0,1.0,1.0,5.0,2.0,3.0,妹,4.0,2.0,5.0,5.0,6.0,2.0,6.0,5.0,5.0,5.0,6.0,2.0,COMP,8.0
563.0,2024/02/16-13:07:50,2024/02/16-13:12:47,297.0,1.0,52.0,12.0,1.0,5.0,4.0,2.0,4.0,妻,6.0,4.0,6.0,2.0,4.0,4.0,6.0,4.0,6.0,3.0,4.0,6.0,COMP,12.0
564.0,2024/02/16-12:26:08,2024/02/16-13:12:56,2808.0,1.0,55.0,14.0,1.0,4.0,2.0,2.0,5.0,妻,3.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,6.0,COMP,4.0
565.0,2024/02/16-12:59:33,2024/02/16-13:13:01,808.0,2.0,58.0,23.0,1.0,1.0,5.0,1.0,5.0,夫,2.0,6.0,2.0,6.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,COMP,8.0
566.0,2024/02/16-13:03:22,2024/02/16-13:13:13,591.0,1.0,52.0,14.0,1.0,4.0,4.0,2.0,5.0,妻,1.0,6.0,3.0,6.0,7.0,7.0,1.0,7.0,5.0,5.0,7.0,7.0,COMP,11.0
567.0,2024/02/16-13:08:50,2024/02/16-13:14:01,311.0,1.0,45.0,27.0,1.0,7.0,5.0,2.0,4.0,愛人,2.0,6.0,6.0,7.0,7.0,7.0,2.0,6.0,2.0,6.0,1.0,6.0,COMP,14.0
569.0,2024/02/16-13:02:24,2024/02/16-13:14:24,720.0,2.0,39.0,3.0,1.0,5.0,2.0,1.0,4.0,夫,4.0,5.0,3.0,7.0,7.0,2.0,1.0,7.0,2.0,3.0,2.0,2.0,COMP,5.0
570.0,2024/02/16-12:52:15,2024/02/16-13:14:47,1352.0,2.0,44.0,24.0,1.0,4.0,3.0,1.0,5.0,夫,5.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,5.0,3.0,COMP,4.0
571.0,2024/02/16-13:04:31,2024/02/16-13:14:49,618.0,2.0,53.0,11.0,1.0,1.0,5.0,1.0,5.0,夫,3.0,5.0,2.0,7.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,COMP,8.0
572.0,2024/02/16-13:04:04,2024/02/16-13:15:21,677.0,2.0,43.0,13.0,1.0,1.0,4.0,4.0,11.0,同僚,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,8.0
573.0,2024/02/16-13:06:59,2024/02/16-13:15:22,503.0,1.0,56.0,11.0,1.0,4.0,4.0,2.0,5.0,妻,2.0,3.0,4.0,5.0,4.0,3.0,7.0,2.0,6.0,2.0,6.0,1.0,COMP,11.0
574.0,2024/02/16-13:08:49,2024/02/16-13:15:45,416.0,2.0,36.0,7.0,1.0,3.0,4.0,1.0,3.0,夫,5.0,5.0,5.0,6.0,4.0,2.0,4.0,6.0,4.0,6.0,3.0,5.0,COMP,10.0
575.0,2024/02/16-13:13:28,2024/02/16-13:15:52,144.0,1.0,55.0,40.0,1.0,5.0,4.0,2.0,4.0,恋人,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,COMP,12.0
576.0,2024/02/16-13:14:09,2024/02/16-13:16:21,132.0,1.0,31.0,27.0,1.0,6.0,4.0,2.0,2.0,妻,1.0,7.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,7.0,5.0,7.0,COMP,13.0
577.0,2024/02/16-12:32:04,2024/02/16-13:16:23,2659.0,1.0,58.0,27.0,1.0,1.0,4.0,1.0,7.0,上司,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,6.0,4.0,6.0,COMP,8.0
578.0,2024/02/16-13:02:25,2024/02/16-13:16:29,844.0,1.0,51.0,29.0,1.0,1.0,4.0,1.0,3.0,職場で出会った親しい友達。,5.0,6.0,2.0,7.0,3.0,2.0,6.0,5.0,6.0,1.0,1.0,1.0,COMP,8.0
579.0,2024/02/16-13:13:20,2024/02/16-13:16:29,189.0,1.0,40.0,40.0,1.0,1.0,4.0,2.0,3.0,友人,4.0,4.0,2.0,5.0,6.0,2.0,4.0,3.0,4.0,2.0,2.0,6.0,COMP,8.0
581.0,2024/02/16-13:15:24,2024/02/16-13:16:45,81.0,1.0,34.0,34.0,1.0,3.0,4.0,1.0,3.0,妻,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,COMP,10.0
582.0,2024/02/16-13:03:43,2024/02/16-13:16:53,790.0,2.0,31.0,2.0,1.0,5.0,1.0,2.0,6.0,同僚,4.0,6.0,5.0,7.0,2.0,2.0,1.0,7.0,1.0,6.0,1.0,1.0,COMP,5.0
583.0,2024/02/16-12:59:47,2024/02/16-13:17:13,1046.0,1.0,52.0,23.0,1.0,7.0,1.0,2.0,5.0,妻,3.0,3.0,3.0,4.0,3.0,5.0,3.0,6.0,1.0,6.0,5.0,4.0,COMP,7.0
584.0,2024/02/16-13:08:56,2024/02/16-13:17:18,502.0,2.0,57.0,3.0,1.0,1.0,4.0,1.0,6.0,夫,4.0,4.0,5.0,5.0,7.0,3.0,6.0,3.0,4.0,2.0,4.0,5.0,COMP,8.0
585.0,2024/02/16-13:14:28,2024/02/16-13:17:42,194.0,1.0,39.0,11.0,1.0,4.0,5.0,2.0,3.0,妻,3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,6.0,4.0,6.0,COMP,11.0
587.0,2024/02/16-13:02:17,2024/02/16-13:19:00,1003.0,2.0,54.0,11.0,1.0,5.0,2.0,2.0,8.0,母,1.0,4.0,3.0,7.0,7.0,1.0,6.0,5.0,2.0,6.0,2.0,7.0,COMP,5.0
589.0,2024/02/16-12:55:31,2024/02/16-13:19:10,1419.0,2.0,28.0,29.0,1.0,3.0,4.0,2.0,3.0,姉,5.0,4.0,3.0,5.0,6.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,COMP,10.0
590.0,2024/02/16-13:02:47,2024/02/16-13:19:26,999.0,2.0,54.0,13.0,1.0,5.0,4.0,1.0,6.0,友達,4.0,7.0,4.0,4.0,2.0,6.0,2.0,5.0,4.0,6.0,4.0,6.0,COMP,12.0
591.0,2024/02/16-12:58:54,2024/02/16-13:19:33,1239.0,2.0,54.0,11.0,1.0,7.0,1.0,1.0,2.0,子供,4.0,4.0,2.0,6.0,5.0,4.0,3.0,2.0,2.0,6.0,4.0,7.0,COMP,7.0
592.0,2024/02/16-13:08:10,2024/02/16-13:20:21,731.0,1.0,42.0,33.0,1.0,1.0,6.0,4.0,11.0,他人,5.0,3.0,5.0,6.0,6.0,2.0,6.0,2.0,6.0,2.0,4.0,2.0,COMP,8.0
594.0,2024/02/16-12:39:20,2024/02/16-13:20:41,2481.0,2.0,55.0,14.0,1.0,2.0,2.0,2.0,5.0,元同僚,3.0,5.0,2.0,5.0,3.0,4.0,3.0,6.0,2.0,5.0,3.0,5.0,COMP,2.0
